Age,Attrition,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,avg_hours_per_day,std_hours_per_day,days_absent,days_over_8h,avg_arrival_hour,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
30,1,12,4,1081,0,2,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,7.692906920077973,0.2966279716401365,33,36,9.976242690058479,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
22,1,16,2,1082,0,2,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,10.503807727480567,0.28242103066542107,18,243,9.986694101508915,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,0,11,3,1083,1,1,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,9.495159243295019,0.29838752088352766,29,232,9.985704022988505,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
31,0,2,4,1084,0,5,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,7.479487994350283,0.2848274637990706,25,7,9.978319209039547,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
34,0,14,2,1085,0,1,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,8.122622655122655,0.3068723618341597,30,150,10.007215007215008,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
29,0,5,5,1086,0,1,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,7.120189933523267,0.3133169354705098,27,1,10.034472934472934,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
37,0,7,2,1087,1,1,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,8.666963519313306,0.29559245906079945,28,229,9.974320457796853,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
35,0,2,1,1088,1,2,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,10.470496113397347,0.29541250287530013,18,243,9.979698216735253,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
45,0,3,3,1089,0,2,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,7.106643709825528,0.3130026383100122,19,0,9.960950413223141,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
36,0,5,3,1090,0,4,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,6.49684043073911,0.2688981610909938,34,0,10.014757709251102,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
40,0,3,3,1091,1,1,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,6.775284608378871,0.29582564420694696,17,0,9.997609289617488,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26,0,26,2,1092,1,2,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,9.301751867413634,0.30019585351337474,23,238,9.977521008403361,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
27,0,4,3,1093,1,2,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,3.0,2,4,7.590319865319866,0.2993416486285417,30,18,10.008658008658008,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
48,0,2,3,1094,1,2,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,7.232274805669867,0.3034566136863175,18,1,9.971399176954733,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
44,0,1,2,1095,1,4,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,7.077287920700783,0.29891066989958726,20,0,10.009405255878283,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
34,1,27,2,1096,0,1,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,10.18785106382979,0.3072872386177187,26,235,9.976524822695037,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
56,1,1,2,1097,0,5,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,6.864824434824436,0.31233680533375763,30,0,10.001298701298703,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
36,0,13,3,1098,0,3,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,7.289100877192983,0.3020067484178845,33,1,9.987061403508772,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
41,0,5,3,1099,0,1,66230,5.0,18,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,6.413640223192624,0.32448373064666775,32,0,10.010043668122272,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
42,0,7,3,1100,0,2,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,7.383247126436782,0.3150053421008483,29,5,9.994755747126437,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
31,0,9,4,1101,0,1,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,8.327236652236651,0.29914275523368006,30,201,10.006565656565655,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34,0,8,1,1102,0,3,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,9.212509298000928,0.29194133377396303,22,239,9.991771269177127,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
31,0,25,2,1103,0,3,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,6.801304143126177,0.30739540006083155,25,0,10.003319209039548,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
26,0,16,2,1104,1,2,83800,2.0,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,6.074546783625731,0.32265409237479986,33,0,9.991154970760233,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,0,8,4,1105,0,2,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,7.784967320261439,0.2913075226752494,23,54,9.979341736694678,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
33,0,1,3,1106,0,5,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,6.450172246482291,0.29900993129315784,32,0,10.016448326055311,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
28,0,8,3,1107,1,4,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,10.603598218471637,0.3048578698470023,24,237,9.980098452883265,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,1,2,4,1108,1,2,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,6.806472222222223,0.2888523660221067,31,0,9.985507246376812,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
39,0,8,5,1109,0,2,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,6.294956521739131,0.31909497178424057,31,0,9.983768115942027,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
27,0,3,2,1110,1,2,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,7.285151072124757,0.2990966340284111,33,1,9.995321637426901,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
34,0,9,4,1111,0,2,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,8.92771402550091,0.32946826552910996,17,244,9.97172131147541,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
28,1,25,3,1112,1,1,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,9.425028344671203,0.2962163133949537,16,245,9.979931972789114,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
47,0,1,4,1113,1,1,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,6.003419540229885,0.2787650263095588,29,0,10.018821839080461,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
56,0,4,3,1114,0,2,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,7.890800865800866,0.310487553289182,30,81,9.980303030303029,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
39,0,1,3,1115,0,1,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,6.986115942028985,0.32568630903706086,31,1,10.016304347826088,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
38,0,4,2,1116,0,1,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,10.808027326106595,0.3194205987646055,15,246,9.955623306233065,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
58,0,5,3,1117,1,5,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,9.888919376693766,0.2934403847406791,15,246,10.000813008130082,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
32,1,9,3,1118,1,2,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,10.220872340425531,0.2866243589155201,26,235,9.968014184397164,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
38,0,3,4,1119,0,1,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,7.62043853427896,0.3124422376148752,26,28,9.981631205673759,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49,0,11,4,1120,1,2,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,6.284957446808511,0.3273484392221463,26,0,10.006808510638297,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42,0,1,3,1121,0,1,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,8.701982167352536,0.29993885657571545,18,239,10.010493827160495,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,1,8,1,1122,1,4,102310,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,6.502103503918857,0.32027686378562303,20,0,10.013692946058091,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
35,0,25,1,1123,1,1,54100,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,6.612638888888889,0.2731940590217707,19,0,10.020385674931129,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
28,0,21,1,1124,1,3,79780,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,6.665572318007662,0.30859681181486043,29,0,9.981681034482758,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
31,0,23,1,1125,1,1,38670,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,9.812982456140352,0.28694037581947984,14,247,10.006815114709852,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
36,0,1,3,1126,1,2,28380,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,7.101659779614326,0.28139392415202785,19,0,9.986294765840219,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,0,2,3,1127,1,4,46950,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,6.0247934472934475,0.2931772464940302,27,0,9.979843304843303,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,0,19,3,1128,0,1,33390,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,6.802054617909048,0.3106997195515236,24,0,9.99971870604782,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
26,0,2,2,1129,1,2,20800,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,6.771128328741965,0.28721191217052866,19,0,9.993663911845728,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,0,2,4,1130,1,2,20960,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,7.720940972222222,0.2937442415643668,21,40,10.002013888888888,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
32,0,3,1,1131,1,3,62090,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,6.592589936247723,0.3059272002142607,17,0,9.995013661202186,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,0,25,5,1132,0,2,180610,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,6.921297468354431,0.2918174573939868,24,0,10.001898734177216,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
28,1,7,5,1133,0,2,171230,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,6.3198641703377385,0.31698134708088904,34,0,9.94640234948605,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38,0,9,2,1134,1,3,23720,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,7.179834247828075,0.2940873564978433,18,1,9.994924554183815,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
35,0,5,3,1135,1,2,48830,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,8.815632850241546,0.27196450050620513,31,229,9.96963768115942,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
27,0,2,3,1136,0,1,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,7.891162551440329,0.29026959374991834,18,82,9.997050754458161,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,0,8,1,1137,0,2,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,7.298776400367309,0.2899774627808056,19,1,9.983471074380166,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
31,1,2,1,1138,1,3,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,10.31769995210728,0.29741489306408253,29,232,9.994612068965518,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
53,1,18,3,1139,1,1,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,10.80799433106576,0.29740957598076073,16,245,9.996598639455783,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
54,0,14,3,1140,1,3,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,7.896520531400966,0.33380013375552137,31,92,9.979347826086956,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
33,0,2,4,1141,0,4,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,7.898865836791148,0.31415558070843647,20,97,9.960511756569849,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
43,0,3,3,1142,1,1,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,7.480150273224044,0.27858249497693,17,13,9.987021857923496,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
38,0,2,5,1143,0,4,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,7.958165458937198,0.3014475377636472,31,97,10.020144927536231,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
55,0,9,3,1144,1,2,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,8.186591016548462,0.292161760737541,26,170,10.006950354609929,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
31,0,6,3,1145,1,1,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,10.80473025711662,0.2937686375733896,19,242,9.9732782369146,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
39,0,4,3,1146,1,2,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,6.089092673459485,0.29947651738444064,32,0,9.969286754002912,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
42,0,10,4,1147,0,2,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,6.591018922852983,0.2938467885197195,32,0,9.995342066957788,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
31,0,14,2,1148,1,2,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,6.1036706349206336,0.30346989355715226,23,0,9.994327731092437,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
54,0,1,3,1149,0,2,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,10.512341915085818,0.29834899708749674,15,246,9.985840108401083,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24,0,5,4,1150,1,1,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,6.875998155832181,0.2777701874827427,20,0,9.979322268326417,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
23,0,7,3,1151,1,2,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,6.994301453352087,0.28684703750934065,24,0,9.984599156118144,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
40,0,21,3,1152,0,3,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,7.811326648224988,0.28617052146371486,20,60,9.991355463347166,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
40,0,8,1,1153,0,5,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,6.160280092592592,0.3100002259843171,21,0,9.955069444444446,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
25,0,20,5,1154,0,2,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,6.20880445423397,0.28783275008687204,34,0,9.989941262848753,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
30,0,20,4,1155,1,2,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,6.082088249754179,0.29644613481504123,35,0,9.986061946902655,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
25,0,7,2,1156,1,5,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,10.194130901287554,0.28694355783508185,28,233,9.985908440629471,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
47,0,1,4,1157,1,2,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,7.778402777777777,0.3163739551923905,29,56,9.967959770114943,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
33,0,1,3,1158,1,2,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,6.171750478927202,0.30124342643760976,29,0,10.008045977011495,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,0,19,3,1159,0,2,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,7.904476359338061,0.3052020357905852,26,91,9.979503546099291,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
31,0,10,4,1160,0,3,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,7.180814009661836,0.28415882287705435,31,0,9.980434782608695,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
38,0,1,4,1161,1,2,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,6.509626951331497,0.2989881595306959,19,0,9.973691460055097,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
42,0,6,3,1162,1,2,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,9.767906420765028,0.29376329225760484,17,244,10.030942622950821,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
41,0,2,2,1163,1,1,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,7.698772554605887,0.2928466406319492,27,33,10.00548433048433,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47,0,21,2,1164,1,1,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,7.228134756657484,0.32292093255382937,19,1,10.030853994490359,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
35,0,4,3,1165,1,2,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,10.39878884180791,0.31187677880765813,25,236,10.013841807909603,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22,0,12,1,1166,1,2,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,6.400190058479533,0.304358124760316,33,0,9.995540935672514,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35,0,9,3,1167,0,2,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,8.004882434301521,0.30375609489276445,20,125,9.990802213001384,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
33,0,3,4,1168,1,3,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,9.103674504379898,0.2728170657760315,20,241,10.002904564315353,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
32,0,3,2,1169,1,3,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,6.9864537795992705,0.3130516995024641,17,0,9.985928961748634,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
40,0,1,4,1170,1,2,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,6.164745370370369,0.2879031252735794,33,0,9.998026315789474,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
32,0,1,2,1171,1,3,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,6.009841772151899,0.27699277502761516,24,0,9.998030942334738,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
39,0,4,4,1172,1,1,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,8.018078206962327,0.2871280977493544,28,120,10.007153075822604,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
38,0,20,4,1173,0,2,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,8.000954106280194,0.2894694941632965,31,113,10.009492753623189,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
32,0,18,3,1174,1,2,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,7.898323877068559,0.27862919357789656,26,87,10.001914893617023,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37,0,1,3,1175,0,4,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,9.385844859382203,0.30130587032126255,20,241,9.999930843706776,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
25,0,2,4,1176,0,2,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,7.971588934613626,0.3030622357812953,18,110,9.997462277091905,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
52,0,2,4,1177,1,1,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,6.804641393442623,0.30157643857219035,17,0,10.012636612021858,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
44,0,8,1,1178,0,1,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,10.805340038314176,0.3209880258495206,29,232,9.966020114942529,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
21,0,10,5,1179,1,3,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,8.159645513714551,0.3156187623346605,22,161,10.01889818688982,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
39,0,3,4,1180,0,2,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,6.306303506375228,0.30373072642058496,17,0,10.025956284153004,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
23,1,2,4,1181,0,2,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,8.025331384015594,0.3086347450083829,33,117,9.996929824561404,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
36,0,24,3,1182,0,2,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,7.792490855052584,0.3012393338429647,18,58,9.953566529492454,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
36,0,16,1,1183,1,2,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,7.8441184086629,0.2942890340328411,25,74,10.00861581920904,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
56,0,8,1,1184,1,1,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,6.592797017797018,0.328522501484154,30,0,9.999422799422799,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29,1,9,4,1185,1,2,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,10.903593117408908,0.3193603817771926,14,247,9.98488529014845,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
42,0,17,1,1186,1,3,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,7.3988672586520945,0.3036913449761391,17,7,9.99016393442623,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
56,1,10,4,1187,1,2,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,6.820679413179413,0.30707577527564045,30,0,9.992135642135642,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
41,0,13,4,1188,0,1,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,7.800049645390072,0.3056333064408514,26,59,10.019787234042553,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,0,1,3,1189,0,1,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,7.3836256038647345,0.29355402690898924,31,5,10.025434782608693,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
36,0,1,1,1190,0,1,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,7.675329936923824,0.27474133219229063,32,33,9.999344978165938,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
41,0,1,5,1191,1,1,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,7.091824074074073,0.28873671526129097,21,1,9.993888888888888,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32,0,9,4,1192,0,2,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,6.725276595744681,0.2990221386572655,26,0,9.971843971631206,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
